date,fiscal_year,customer_code,market,product_code,product,variant,sold_quantity,gross_price_total,pre_invoice_discount_pct,net_invoice_sales,post_invoice_discount_pct,net_sales
2017-09-01,2018,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2933,174.378225,0.2744,126.5288400600
2017-09-01,2018,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2272,190.688400,0.2744,138.3635030400
2017-09-01,2019,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2992,171.948288,0.2744,124.7656777728
2017-09-01,2019,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2497,184.093608,0.2744,133.5783219648
2017-09-01,2019,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2054,194.963056,0.2744,141.4651934336
2017-09-01,2019,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2933,173.395912,0.2744,125.8160737472
2017-09-01,2019,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2272,189.614208,0.2744,137.5840693248
2017-09-01,2020,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2992,181.114752,0.2744,131.4168640512
2017-09-01,2020,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2497,193.907532,0.2744,140.6993052192
2017-09-01,2020,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2054,205.356424,0.2744,149.0066212544
2017-09-01,2020,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2933,182.639548,0.2744,132.5232560288
2017-09-01,2020,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2272,199.722432,0.2744,144.9185966592
2017-09-01,2021,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2992,190.169088,0.2744,137.9866902528
2017-09-01,2021,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2497,203.601408,0.2744,147.7331816448
2017-09-01,2021,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2054,215.622656,0.2744,156.4557991936
2017-09-01,2021,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2933,191.770112,0.2744,139.1483932672
2017-09-01,2021,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2272,209.707008,0.2744,152.1634050048
2017-09-01,2022,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2992,198.964128,0.2744,144.3683712768
2017-09-01,2022,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2497,213.017673,0.2744,154.5656235288
2017-09-01,2022,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2054,225.594886,0.2744,163.6916492816
2017-09-01,2022,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2933,200.639197,0.2744,145.5838013432
2017-09-01,2022,90011189,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2272,219.405648,0.2744,159.2007381888
2017-09-01,2018,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,863.64,0.2717,628.989012,0.2436,475.7672886768
2017-09-01,2018,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,863.64,0.3038,601.266168,0.2436,454.7977294752
2017-09-01,2018,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,863.64,0.1928,697.130208,0.2436,527.3092893312
2017-09-01,2018,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,863.64,0.1829,705.680244,0.2436,533.7765365616
2017-09-01,2018,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,863.64,0.2799,621.907164,0.2436,470.4105788496
2017-09-01,2019,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,858.77,0.2717,625.442191,0.2436,473.0844732724
2017-09-01,2019,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,858.77,0.3038,597.875674,0.2436,452.2331598136
2017-09-01,2019,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,858.77,0.1928,693.199144,0.2436,524.3358325216
2017-09-01,2019,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,858.77,0.1829,701.700967,0.2436,530.7666114388
2017-09-01,2019,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,858.77,0.2799,618.400277,0.2436,467.7579695228
2017-09-01,2020,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,904.53,0.2717,658.769199,0.2436,498.2930221236
2017-09-01,2020,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,904.53,0.3038,629.733786,0.2436,476.3306357304
2017-09-01,2020,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,904.53,0.1928,730.136616,0.2436,552.2753363424
2017-09-01,2020,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,904.53,0.1829,739.091463,0.2436,559.0487826132
2017-09-01,2020,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,904.53,0.2799,651.352053,0.2436,492.6826928892
2017-09-01,2021,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,949.78,0.2717,691.724774,0.2436,523.2206190536
2017-09-01,2021,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,949.78,0.3038,661.236836,0.2436,500.1595427504
2017-09-01,2021,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,949.78,0.1928,766.662416,0.2436,579.9034514624
2017-09-01,2021,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,949.78,0.1829,776.065238,0.2436,587.0157460232
2017-09-01,2021,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,949.78,0.2799,683.936578,0.2436,517.3296275992
2017-09-01,2022,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,993.70,0.2717,723.711710,0.2436,547.4155374440
2017-09-01,2022,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,993.70,0.3038,691.813940,0.2436,523.2880642160
2017-09-01,2022,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,993.70,0.1928,802.114640,0.2436,606.7195136960
2017-09-01,2022,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,993.70,0.1829,811.952270,0.2436,614.1606970280
2017-09-01,2022,90011190,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,7,993.70,0.2799,715.563370,0.2436,541.2521330680
2017-09-01,2018,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2270,190.737750,0.2606,141.0314923500
2017-09-01,2018,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2241,191.453325,0.2606,141.5605885050
2017-09-01,2018,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2508,184.865100,0.2606,136.6892549400
2017-09-01,2018,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.1925,199.250625,0.2606,147.3259121250
2017-09-01,2018,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2162,193.402650,0.2606,143.0019194100
2017-09-01,2019,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2270,189.663280,0.2606,140.2370292320
2017-09-01,2019,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2241,190.374824,0.2606,140.7631448656
2017-09-01,2019,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2508,183.823712,0.2606,135.9192526528
2017-09-01,2019,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.1925,198.128200,0.2606,146.4959910800
2017-09-01,2019,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2162,192.313168,0.2606,142.1963564192
2017-09-01,2020,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2270,199.774120,0.2606,147.7129843280
2017-09-01,2020,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2241,200.523596,0.2606,148.2671468824
2017-09-01,2020,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2508,193.623248,0.2606,143.1650295712
2017-09-01,2020,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.1925,208.690300,0.2606,154.3056078200
2017-09-01,2020,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2162,202.565272,0.2606,149.7767621168
2017-09-01,2021,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2270,209.761280,0.2606,155.0974904320
2017-09-01,2021,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2241,210.548224,0.2606,155.6793568256
2017-09-01,2021,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2508,203.302912,0.2606,150.3221731328
2017-09-01,2021,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.1925,219.123200,0.2606,162.0196940800
2017-09-01,2021,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2162,212.691968,0.2606,157.2644411392
2017-09-01,2022,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2270,219.462430,0.2606,162.2705207420
2017-09-01,2022,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2241,220.285769,0.2606,162.8792975986
2017-09-01,2022,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2508,212.705372,0.2606,157.2743520568
2017-09-01,2022,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.1925,229.257325,0.2606,169.5128661050
2017-09-01,2022,90011191,France,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2162,222.528658,0.2606,164.5376897252
2017-09-01,2018,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.1990,197.646750,0.4084,116.9278173000
2017-09-01,2018,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2083,195.351975,0.4084,115.5702284100
2017-09-01,2018,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2140,193.945500,0.4084,114.7381578000
2017-09-01,2018,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2411,187.258575,0.4084,110.7821729700
2017-09-01,2018,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2018,196.955850,0.4084,116.5190808600
2017-09-01,2019,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.1990,196.533360,0.4084,116.2691357760
2017-09-01,2019,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2083,194.251512,0.4084,114.9191944992
2017-09-01,2019,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2140,192.852960,0.4084,114.0918111360
2017-09-01,2019,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2411,186.203704,0.4084,110.1581112864
2017-09-01,2019,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2018,195.846352,0.4084,115.8627018432
2017-09-01,2020,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.1990,207.010440,0.4084,122.4673763040
2017-09-01,2020,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2083,204.606948,0.4084,121.0454704368
2017-09-01,2020,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2140,203.133840,0.4084,120.1739797440
2017-09-01,2020,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2411,196.130116,0.4084,116.0305766256
2017-09-01,2020,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2018,206.286808,0.4084,122.0392756128
2017-09-01,2021,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.1990,217.359360,0.4084,128.5897973760
2017-09-01,2021,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2083,214.835712,0.4084,127.0968072192
2017-09-01,2021,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2140,213.288960,0.4084,126.1817487360
2017-09-01,2021,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2411,205.935104,0.4084,121.8312075264
2017-09-01,2021,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2018,216.599552,0.4084,128.1402949632
2017-09-01,2022,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.1990,227.411910,0.4084,134.5368859560
2017-09-01,2022,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2083,224.771547,0.4084,132.9748472052
2017-09-01,2022,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2140,223.153260,0.4084,132.0174686160
2017-09-01,2022,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2411,215.459299,0.4084,127.4657212884
2017-09-01,2022,90013117,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2018,226.616962,0.4084,134.0665947192
2017-09-01,2018,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2634,181.756050,0.3694,114.6153651300
2017-09-01,2018,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.1883,200.286975,0.3694,126.3009664350
2017-09-01,2018,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2532,184.272900,0.3694,116.2024907400
2017-09-01,2018,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2111,194.661075,0.3694,122.7532738950
2017-09-01,2018,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.1849,201.125925,0.3694,126.8300083050
2017-09-01,2019,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2634,180.732176,0.3694,113.9697101856
2017-09-01,2019,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.1883,199.158712,0.3694,125.5894837872
2017-09-01,2019,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2532,183.234848,0.3694,115.5478951488
2017-09-01,2019,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2111,193.564504,0.3694,122.0617762224
2017-09-01,2019,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.1849,199.992936,0.3694,126.1155454416
2017-09-01,2020,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2634,190.366904,0.3694,120.0453696624
2017-09-01,2020,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.1883,209.775748,0.3694,132.2845866888
2017-09-01,2020,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2532,193.002992,0.3694,121.7076867552
2017-09-01,2020,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.2111,203.883316,0.3694,128.5688190696
2017-09-01,2020,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,258.44,0.1849,210.654444,0.3694,132.8386923864
2017-09-01,2021,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2634,199.883776,0.3694,126.0467091456
2017-09-01,2021,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.1883,220.262912,0.3694,138.8977923072
2017-09-01,2021,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2532,202.651648,0.3694,127.7921292288
2017-09-01,2021,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.2111,214.075904,0.3694,134.9962650624
2017-09-01,2021,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,271.36,0.1849,221.185536,0.3694,139.4795990016
2017-09-01,2022,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2634,209.128106,0.3694,131.8761836436
2017-09-01,2022,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.1883,230.449747,0.3694,145.3216104582
2017-09-01,2022,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2532,212.023988,0.3694,133.7023268328
2017-09-01,2022,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.2111,223.976599,0.3694,141.2396433294
2017-09-01,2022,90013118,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,283.91,0.1849,231.415041,0.3694,145.9303248546
2017-09-01,2018,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,123.38,0.2809,88.722558,0.3484,57.8116187928
2017-09-01,2018,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,123.38,0.2307,94.916234,0.3484,61.8474180744
2017-09-01,2018,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,123.38,0.2994,86.440028,0.3484,56.3243222448
2017-09-01,2018,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,123.38,0.2591,91.412242,0.3484,59.5642168872
2017-09-01,2018,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,123.38,0.1883,100.147546,0.3484,65.2561409736
2017-09-01,2019,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,122.68,0.2809,88.219188,0.3484,57.4836229008
2017-09-01,2019,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,122.68,0.2307,94.377724,0.3484,61.4965249584
2017-09-01,2019,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,122.68,0.2994,85.949608,0.3484,56.0047645728
2017-09-01,2019,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,122.68,0.2591,90.893612,0.3484,59.2262775792
2017-09-01,2019,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,122.68,0.1883,99.579356,0.3484,64.8859083696
2017-09-01,2020,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,129.22,0.2809,92.922102,0.3484,60.5480416632
2017-09-01,2020,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,129.22,0.2307,99.408946,0.3484,64.7748692136
2017-09-01,2020,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,129.22,0.2994,90.531532,0.3484,58.9903462512
2017-09-01,2020,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,129.22,0.2591,95.739098,0.3484,62.3835962568
2017-09-01,2020,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,129.22,0.1883,104.887874,0.3484,68.3449386984
2017-09-01,2021,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,135.68,0.2809,97.567488,0.3484,63.5749751808
2017-09-01,2021,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,135.68,0.2307,104.378624,0.3484,68.0131113984
2017-09-01,2021,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,135.68,0.2994,95.057408,0.3484,61.9394070528
2017-09-01,2021,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,135.68,0.2591,100.525312,0.3484,65.5022932992
2017-09-01,2021,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,135.68,0.1883,110.131456,0.3484,71.7616567296
2017-09-01,2022,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,141.96,0.2809,102.083436,0.3484,66.5175668976
2017-09-01,2022,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,141.96,0.2307,109.209828,0.3484,71.1611239248
2017-09-01,2022,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,141.96,0.2994,99.457176,0.3484,64.8062958816
2017-09-01,2022,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,141.96,0.2591,105.178164,0.3484,68.5340916624
2017-09-01,2022,90013119,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,1,141.96,0.1883,115.228932,0.3484,75.0831720912
2017-09-01,2018,90013121,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2639,181.632675,0.2903,128.9047094475
2017-09-01,2018,90013121,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.3049,171.515925,0.2903,121.7248519725
2017-09-01,2018,90013121,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2047,196.240275,0.2903,139.2717231675
2017-09-01,2018,90013121,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.2093,195.105225,0.2903,138.4661781825
2017-09-01,2018,90013121,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,246.75,0.1903,199.793475,0.2903,141.7934292075
2017-09-01,2019,90013121,Italy,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,2,245.36,0.2639,180.609496,0.2903,128.1785593112
